Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count,Run
Chena River Escapement,,,1994,08/06,Chena River,Chinook,50,50,Single Run
Chena River Escapement,,,1994,08/07,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1994,08/08,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,1994,08/09,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,1994,08/10,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1994,08/11,Chena River,Chinook,5,5,Single Run
Chena River Escapement,,,1994,08/12,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1995,07/06,Chena River,Chinook,,,Single Run
Chena River Escapement,,,1995,07/07,Chena River,Chinook,,,Single Run
Chena River Escapement,,,1995,07/08,Chena River,Chinook,,,Single Run
Chena River Escapement,,,1995,07/09,Chena River,Chinook,,,Single Run
Chena River Escapement,,,1995,07/10,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,1995,07/11,Chena River,Chinook,342,342,Single Run
Chena River Escapement,,,1995,07/12,Chena River,Chinook,581,581,Single Run
Chena River Escapement,,,1995,07/13,Chena River,Chinook,621,621,Single Run
Chena River Escapement,,,1995,07/14,Chena River,Chinook,828,828,Single Run
Chena River Escapement,,,1995,07/15,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,1995,07/16,Chena River,Chinook,419,419,Single Run
Chena River Escapement,,,1995,07/17,Chena River,Chinook,284,284,Single Run
Chena River Escapement,,,1995,07/18,Chena River,Chinook,125,125,Single Run
Chena River Escapement,,,1995,07/19,Chena River,Chinook,120,120,Single Run
Chena River Escapement,,,1995,07/20,Chena River,Chinook,81,81,Single Run
Chena River Escapement,,,1995,07/21,Chena River,Chinook,192,192,Single Run
Chena River Escapement,,,1995,07/22,Chena River,Chinook,288,288,Single Run
Chena River Escapement,,,1995,07/23,Chena River,Chinook,186,186,Single Run
Chena River Escapement,,,1995,07/24,Chena River,Chinook,248,248,Single Run
Chena River Escapement,,,1995,07/25,Chena River,Chinook,155,155,Single Run
Chena River Escapement,,,1995,07/26,Chena River,Chinook,230,230,Single Run
Chena River Escapement,,,1995,07/27,Chena River,Chinook,179,179,Single Run
Chena River Escapement,,,1995,07/28,Chena River,Chinook,194,194,Single Run
Chena River Escapement,,,1995,07/29,Chena River,Chinook,117,117,Single Run
Chena River Escapement,,,1995,07/30,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,1996,07/08,Chena River,Chinook,90,90,Single Run
Chena River Escapement,,,1996,07/09,Chena River,Chinook,318,318,Single Run
Chena River Escapement,,,1996,07/10,Chena River,Chinook,306,306,Single Run
Chena River Escapement,,,1996,07/11,Chena River,Chinook,342,342,Single Run
Chena River Escapement,,,1996,07/12,Chena River,Chinook,,,Single Run
Chena River Escapement,,,1996,07/13,Chena River,Chinook,,,Single Run
Chena River Escapement,,,1996,07/14,Chena River,Chinook,,,Single Run
Chena River Escapement,,,1996,07/15,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,1996,07/16,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,1996,07/17,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,1996,07/18,Chena River,Chinook,192,192,Single Run
Chena River Escapement,,,1996,07/19,Chena River,Chinook,216,216,Single Run
Chena River Escapement,,,1996,07/20,Chena River,Chinook,216,216,Single Run
Chena River Escapement,,,1996,07/21,Chena River,Chinook,126,126,Single Run
Chena River Escapement,,,1996,07/22,Chena River,Chinook,114,114,Single Run
Chena River Escapement,,,1996,07/23,Chena River,Chinook,63,63,Single Run
Chena River Escapement,,,1996,07/24,Chena River,Chinook,60,60,Single Run
Chena River Escapement,,,1996,07/25,Chena River,Chinook,48,48,Single Run
Chena River Escapement,,,1996,07/26,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,1996,07/27,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,1996,07/28,Chena River,Chinook,-18,-18,Single Run
Chena River Escapement,,,1997,06/26,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1997,06/27,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,1997,06/28,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1997,06/29,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1997,06/30,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,1997,07/01,Chena River,Chinook,45,45,Single Run
Chena River Escapement,,,1997,07/02,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,1997,07/03,Chena River,Chinook,126,126,Single Run
Chena River Escapement,,,1997,07/04,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,1997,07/05,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,1997,07/06,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,1997,07/07,Chena River,Chinook,504,504,Single Run
Chena River Escapement,,,1997,07/08,Chena River,Chinook,618,618,Single Run
Chena River Escapement,,,1997,07/09,Chena River,Chinook,264,264,Single Run
Chena River Escapement,,,1997,07/10,Chena River,Chinook,348,348,Single Run
Chena River Escapement,,,1997,07/11,Chena River,Chinook,354,354,Single Run
Chena River Escapement,,,1997,07/12,Chena River,Chinook,954,954,Single Run
Chena River Escapement,,,1997,07/13,Chena River,Chinook,912,912,Single Run
Chena River Escapement,,,1997,07/14,Chena River,Chinook,1284,1284,Single Run
Chena River Escapement,,,1997,07/15,Chena River,Chinook,756,756,Single Run
Chena River Escapement,,,1997,07/16,Chena River,Chinook,1992,1992,Single Run
Chena River Escapement,,,1997,07/17,Chena River,Chinook,1110,1110,Single Run
Chena River Escapement,,,1997,07/18,Chena River,Chinook,714,714,Single Run
Chena River Escapement,,,1997,07/19,Chena River,Chinook,498,498,Single Run
Chena River Escapement,,,1997,07/20,Chena River,Chinook,822,822,Single Run
Chena River Escapement,,,1997,07/21,Chena River,Chinook,636,636,Single Run
Chena River Escapement,,,1997,07/22,Chena River,Chinook,336,336,Single Run
Chena River Escapement,,,1997,07/23,Chena River,Chinook,258,258,Single Run
Chena River Escapement,,,1997,07/24,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,1997,07/25,Chena River,Chinook,135,135,Single Run
Chena River Escapement,,,1997,07/26,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,1997,07/27,Chena River,Chinook,66,66,Single Run
Chena River Escapement,,,1997,07/28,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,1997,07/29,Chena River,Chinook,84,84,Single Run
Chena River Escapement,,,1997,07/30,Chena River,Chinook,46,46,Single Run
Chena River Escapement,,,1997,07/31,Chena River,Chinook,12,12,Single Run
Chena River Escapement,,,1997,08/01,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,1997,08/02,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,1997,08/03,Chena River,Chinook,27,27,Single Run
Chena River Escapement,,,1998,06/26,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1998,06/27,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1998,06/28,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,1998,06/29,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,1998,06/30,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,1998,07/01,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,1998,07/02,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,1998,07/03,Chena River,Chinook,99,99,Single Run
Chena River Escapement,,,1998,07/04,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,1998,07/05,Chena River,Chinook,63,63,Single Run
Chena River Escapement,,,1998,07/06,Chena River,Chinook,60,60,Single Run
Chena River Escapement,,,1998,07/07,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,1998,07/08,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,1998,07/09,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,1998,07/10,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,1998,07/11,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1998,07/12,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,1998,07/13,Chena River,Chinook,114,114,Single Run
Chena River Escapement,,,1998,07/14,Chena River,Chinook,45,45,Single Run
Chena River Escapement,,,1998,07/15,Chena River,Chinook,56,56,Single Run
Chena River Escapement,,,1998,07/16,Chena River,Chinook,66,66,Single Run
Chena River Escapement,,,1998,07/17,Chena River,Chinook,462,462,Single Run
Chena River Escapement,,,1998,07/18,Chena River,Chinook,321,321,Single Run
Chena River Escapement,,,1998,07/19,Chena River,Chinook,180,180,Single Run
Chena River Escapement,,,1998,07/20,Chena River,Chinook,144,144,Single Run
Chena River Escapement,,,1998,07/21,Chena River,Chinook,192,192,Single Run
Chena River Escapement,,,1998,07/22,Chena River,Chinook,288,288,Single Run
Chena River Escapement,,,1998,07/23,Chena River,Chinook,414,414,Single Run
Chena River Escapement,,,1998,07/24,Chena River,Chinook,312,312,Single Run
Chena River Escapement,,,1998,07/25,Chena River,Chinook,285,285,Single Run
Chena River Escapement,,,1998,07/26,Chena River,Chinook,255,255,Single Run
Chena River Escapement,,,1998,07/27,Chena River,Chinook,199,199,Single Run
Chena River Escapement,,,1998,07/28,Chena River,Chinook,136,136,Single Run
Chena River Escapement,,,1998,07/29,Chena River,Chinook,219,219,Single Run
Chena River Escapement,,,1998,07/30,Chena River,Chinook,46,46,Single Run
Chena River Escapement,,,1998,07/31,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,1998,08/01,Chena River,Chinook,102,102,Single Run
Chena River Escapement,,,1998,08/02,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,1998,08/03,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,1998,08/04,Chena River,Chinook,66,66,Single Run
Chena River Escapement,,,1998,08/05,Chena River,Chinook,66,66,Single Run
Chena River Escapement,,,1998,08/06,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,1998,08/07,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,1998,08/08,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,1998,08/09,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/02,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/06,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/07,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/08,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/09,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,1999,07/10,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,1999,07/11,Chena River,Chinook,27,27,Single Run
Chena River Escapement,,,1999,07/12,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,1999,07/13,Chena River,Chinook,27,27,Single Run
Chena River Escapement,,,1999,07/14,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,1999,07/15,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,1999,07/16,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,1999,07/17,Chena River,Chinook,126,126,Single Run
Chena River Escapement,,,1999,07/18,Chena River,Chinook,135,135,Single Run
Chena River Escapement,,,1999,07/19,Chena River,Chinook,495,495,Single Run
Chena River Escapement,,,1999,07/20,Chena River,Chinook,390,390,Single Run
Chena River Escapement,,,1999,07/21,Chena River,Chinook,516,516,Single Run
Chena River Escapement,,,1999,07/22,Chena River,Chinook,360,360,Single Run
Chena River Escapement,,,1999,07/23,Chena River,Chinook,498,498,Single Run
Chena River Escapement,,,1999,07/24,Chena River,Chinook,732,732,Single Run
Chena River Escapement,,,1999,07/25,Chena River,Chinook,624,624,Single Run
Chena River Escapement,,,1999,07/26,Chena River,Chinook,819,819,Single Run
Chena River Escapement,,,1999,07/27,Chena River,Chinook,328,328,Single Run
Chena River Escapement,,,1999,07/28,Chena River,Chinook,422,422,Single Run
Chena River Escapement,,,1999,07/29,Chena River,Chinook,199,199,Single Run
Chena River Escapement,,,1999,07/30,Chena River,Chinook,119,119,Single Run
Chena River Escapement,,,1999,07/31,Chena River,Chinook,150,150,Single Run
Chena River Escapement,,,1999,08/01,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,1999,08/02,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,1999,08/03,Chena River,Chinook,60,60,Single Run
Chena River Escapement,,,1999,08/04,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,1999,08/05,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,1999,08/06,Chena River,Chinook,38,38,Single Run
Chena River Escapement,,,1999,08/07,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,1999,08/08,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2000,06/29,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2000,06/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2000,07/01,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2000,07/02,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2000,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2000,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2000,07/05,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2000,07/06,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2000,07/07,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2000,07/08,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2000,07/09,Chena River,Chinook,45,45,Single Run
Chena River Escapement,,,2000,07/10,Chena River,Chinook,45,45,Single Run
Chena River Escapement,,,2000,07/11,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2000,07/12,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2000,07/13,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2000,07/14,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2000,07/15,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2000,07/16,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2000,07/17,Chena River,Chinook,481,481,Single Run
Chena River Escapement,,,2000,07/18,Chena River,Chinook,360,360,Single Run
Chena River Escapement,,,2000,07/19,Chena River,Chinook,162,162,Single Run
Chena River Escapement,,,2000,07/20,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2000,07/21,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,2000,07/22,Chena River,Chinook,138,138,Single Run
Chena River Escapement,,,2000,07/23,Chena River,Chinook,126,126,Single Run
Chena River Escapement,,,2000,07/24,Chena River,Chinook,96,96,Single Run
Chena River Escapement,,,2000,07/25,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,2000,07/26,Chena River,Chinook,63,63,Single Run
Chena River Escapement,,,2000,07/27,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,2000,07/28,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,2000,07/29,Chena River,Chinook,47,47,Single Run
Chena River Escapement,,,2000,07/30,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2000,07/31,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2000,08/01,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2001,06/29,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2001,06/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2001,07/01,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2001,07/02,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2001,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2001,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2001,07/05,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2001,07/06,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2001,07/07,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2001,07/08,Chena River,Chinook,32,32,Single Run
Chena River Escapement,,,2001,07/09,Chena River,Chinook,55,55,Single Run
Chena River Escapement,,,2001,07/10,Chena River,Chinook,87,87,Single Run
Chena River Escapement,,,2001,07/11,Chena River,Chinook,77,77,Single Run
Chena River Escapement,,,2001,07/12,Chena River,Chinook,711,711,Single Run
Chena River Escapement,,,2001,07/13,Chena River,Chinook,459,459,Single Run
Chena River Escapement,,,2001,07/14,Chena River,Chinook,531,531,Single Run
Chena River Escapement,,,2001,07/15,Chena River,Chinook,365,365,Single Run
Chena River Escapement,,,2001,07/16,Chena River,Chinook,198,198,Single Run
Chena River Escapement,,,2001,07/17,Chena River,Chinook,495,495,Single Run
Chena River Escapement,,,2001,07/18,Chena River,Chinook,1017,1017,Single Run
Chena River Escapement,,,2001,07/19,Chena River,Chinook,369,369,Single Run
Chena River Escapement,,,2001,07/20,Chena River,Chinook,910,910,Single Run
Chena River Escapement,,,2001,07/21,Chena River,Chinook,297,297,Single Run
Chena River Escapement,,,2001,07/22,Chena River,Chinook,639,639,Single Run
Chena River Escapement,,,2001,07/23,Chena River,Chinook,693,693,Single Run
Chena River Escapement,,,2001,07/24,Chena River,Chinook,990,990,Single Run
Chena River Escapement,,,2001,07/25,Chena River,Chinook,432,432,Single Run
Chena River Escapement,,,2001,07/26,Chena River,Chinook,567,567,Single Run
Chena River Escapement,,,2001,07/27,Chena River,Chinook,420,420,Single Run
Chena River Escapement,,,2001,07/28,Chena River,Chinook,261,261,Single Run
Chena River Escapement,,,2001,07/29,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2002,06/27,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,06/28,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,06/29,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2002,06/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/01,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,2002,07/02,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,2002,07/03,Chena River,Chinook,138,138,Single Run
Chena River Escapement,,,2002,07/04,Chena River,Chinook,144,144,Single Run
Chena River Escapement,,,2002,07/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/06,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/07,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/08,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/09,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/10,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/11,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/12,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2002,07/13,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/14,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2002,07/15,Chena River,Chinook,117,117,Single Run
Chena River Escapement,,,2002,07/16,Chena River,Chinook,306,306,Single Run
Chena River Escapement,,,2002,07/17,Chena River,Chinook,432,432,Single Run
Chena River Escapement,,,2002,07/18,Chena River,Chinook,318,318,Single Run
Chena River Escapement,,,2002,07/19,Chena River,Chinook,306,306,Single Run
Chena River Escapement,,,2002,07/20,Chena River,Chinook,351,351,Single Run
Chena River Escapement,,,2002,07/21,Chena River,Chinook,180,180,Single Run
Chena River Escapement,,,2002,07/22,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2002,07/23,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2002,07/24,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,2002,07/25,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2002,07/26,Chena River,Chinook,,,Single Run
Chena River Escapement,,,2003,06/24,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,06/25,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,06/26,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2003,06/27,Chena River,Chinook,12,12,Single Run
Chena River Escapement,,,2003,06/28,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,06/29,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,06/30,Chena River,Chinook,342,342,Single Run
Chena River Escapement,,,2003,07/01,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2003,07/02,Chena River,Chinook,132,132,Single Run
Chena River Escapement,,,2003,07/03,Chena River,Chinook,132,132,Single Run
Chena River Escapement,,,2003,07/04,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,2003,07/05,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,2003,07/06,Chena River,Chinook,342,342,Single Run
Chena River Escapement,,,2003,07/07,Chena River,Chinook,198,198,Single Run
Chena River Escapement,,,2003,07/08,Chena River,Chinook,318,318,Single Run
Chena River Escapement,,,2003,07/09,Chena River,Chinook,672,672,Single Run
Chena River Escapement,,,2003,07/10,Chena River,Chinook,828,828,Single Run
Chena River Escapement,,,2003,07/11,Chena River,Chinook,1416,1416,Single Run
Chena River Escapement,,,2003,07/12,Chena River,Chinook,726,726,Single Run
Chena River Escapement,,,2003,07/13,Chena River,Chinook,1080,1080,Single Run
Chena River Escapement,,,2003,07/14,Chena River,Chinook,1014,1014,Single Run
Chena River Escapement,,,2003,07/15,Chena River,Chinook,1074,1074,Single Run
Chena River Escapement,,,2003,07/16,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,07/17,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,07/18,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,07/19,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,07/20,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,07/21,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,07/22,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2003,07/23,Chena River,Chinook,45,45,Single Run
Chena River Escapement,,,2003,07/24,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2003,07/25,Chena River,Chinook,144,144,Single Run
