Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/16,Tuluksak River,Chinook,11,11,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/17,Tuluksak River,Chinook,32,32,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/18,Tuluksak River,Chinook,43,43,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/19,Tuluksak River,Chinook,27,27,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/20,Tuluksak River,Chinook,15,15,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/21,Tuluksak River,Chinook,14,14,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/22,Tuluksak River,Chinook,10,10,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/23,Tuluksak River,Chinook,3,3,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/24,Tuluksak River,Chinook,12,12,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/25,Tuluksak River,Chinook,5,5,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/26,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/27,Tuluksak River,Chinook,4,4,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/28,Tuluksak River,Chinook,2,2,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/29,Tuluksak River,Chinook,4,4,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/30,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,07/31,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/01,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/02,Tuluksak River,Chinook,2,2,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/03,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/04,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/05,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/06,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/07,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/08,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/09,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/10,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/11,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/12,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/13,Tuluksak River,Chinook,3,3,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/14,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/15,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/16,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/17,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/18,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/19,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/20,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/21,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/22,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/23,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/24,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/25,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/26,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/27,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/28,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/29,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/30,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,08/31,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/01,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/02,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/03,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/04,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/05,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/06,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/07,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/08,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/09,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/10,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/11,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/12,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/13,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/14,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/15,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/16,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/17,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/18,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/19,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1991,09/20,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/15,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/16,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/17,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/18,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/19,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/20,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/21,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/22,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/23,Tuluksak River,Chinook,0,0,Estimated,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/24,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/25,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/26,Tuluksak River,Chinook,1,1,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/27,Tuluksak River,Chinook,0,0,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/28,Tuluksak River,Chinook,2,2,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/29,Tuluksak River,Chinook,4,4,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,06/30,Tuluksak River,Chinook,10,10,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/01,Tuluksak River,Chinook,15,15,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/02,Tuluksak River,Chinook,12,12,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/03,Tuluksak River,Chinook,22,22,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/04,Tuluksak River,Chinook,85,85,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/05,Tuluksak River,Chinook,40,40,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/06,Tuluksak River,Chinook,13,13,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/07,Tuluksak River,Chinook,28,28,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/08,Tuluksak River,Chinook,55,55,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/09,Tuluksak River,Chinook,71,71,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/10,Tuluksak River,Chinook,117,117,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/11,Tuluksak River,Chinook,53,53,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/12,Tuluksak River,Chinook,25,25,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/13,Tuluksak River,Chinook,32,32,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/14,Tuluksak River,Chinook,47,47,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/15,Tuluksak River,Chinook,38,38,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/16,Tuluksak River,Chinook,32,32,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/17,Tuluksak River,Chinook,8,8,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/18,Tuluksak River,Chinook,24,24,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/19,Tuluksak River,Chinook,27,27,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/20,Tuluksak River,Chinook,12,12,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/21,Tuluksak River,Chinook,16,16,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/22,Tuluksak River,Chinook,40,40,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/23,Tuluksak River,Chinook,46,46,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/24,Tuluksak River,Chinook,67,67,Counted,Weir
Tuluksak River Escapement,Operated by US Fish and Wildlife Service.,Contact Ken Harper for information at Ken_Harper@fws.gov or 907-262-9863.,1992,07/25,Tuluksak River,Chinook,44,44,Counted,Weir
