Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count,Run
Salcha River Escapement,,,1994,07/09,Salcha River,Chinook,63,63,Single Run
Salcha River Escapement,,,1994,07/10,Salcha River,Chinook,347,347,Single Run
Salcha River Escapement,,,1994,07/11,Salcha River,Chinook,383,383,Single Run
Salcha River Escapement,,,1994,07/12,Salcha River,Chinook,387,387,Single Run
Salcha River Escapement,,,1994,07/13,Salcha River,Chinook,1518,1518,Single Run
Salcha River Escapement,,,1994,07/14,Salcha River,Chinook,1686,1686,Single Run
Salcha River Escapement,,,1994,07/15,Salcha River,Chinook,1778,1778,Single Run
Salcha River Escapement,,,1994,07/16,Salcha River,Chinook,1126,1126,Single Run
Salcha River Escapement,,,1994,07/17,Salcha River,Chinook,385,385,Single Run
Salcha River Escapement,,,1994,07/18,Salcha River,Chinook,1503,1503,Single Run
Salcha River Escapement,,,1994,07/19,Salcha River,Chinook,738,738,Single Run
Salcha River Escapement,,,1994,07/20,Salcha River,Chinook,963,963,Single Run
Salcha River Escapement,,,1994,07/21,Salcha River,Chinook,1203,1203,Single Run
Salcha River Escapement,,,1994,07/22,Salcha River,Chinook,621,621,Single Run
Salcha River Escapement,,,1994,07/23,Salcha River,Chinook,720,720,Single Run
Salcha River Escapement,,,1994,07/24,Salcha River,Chinook,1050,1050,Single Run
Salcha River Escapement,,,1994,07/25,Salcha River,Chinook,1085,1085,Single Run
Salcha River Escapement,,,1994,07/26,Salcha River,Chinook,486,486,Single Run
Salcha River Escapement,,,1994,07/27,Salcha River,Chinook,684,684,Single Run
Salcha River Escapement,,,1994,07/28,Salcha River,Chinook,563,563,Single Run
Salcha River Escapement,,,1994,07/29,Salcha River,Chinook,306,306,Single Run
Salcha River Escapement,,,1994,07/30,Salcha River,Chinook,255,255,Single Run
Salcha River Escapement,,,1994,07/31,Salcha River,Chinook,153,153,Single Run
Salcha River Escapement,,,1994,08/01,Salcha River,Chinook,27,27,Single Run
Salcha River Escapement,,,1994,08/02,Salcha River,Chinook,90,90,Single Run
Salcha River Escapement,,,1994,08/03,Salcha River,Chinook,54,54,Single Run
Salcha River Escapement,,,1994,08/04,Salcha River,Chinook,32,32,Single Run
Salcha River Escapement,,,1994,08/05,Salcha River,Chinook,9,9,Single Run
Salcha River Escapement,,,1994,08/06,Salcha River,Chinook,21,21,Single Run
Salcha River Escapement,,,1994,08/07,Salcha River,Chinook,32,32,Single Run
Salcha River Escapement,,,1994,08/08,Salcha River,Chinook,14,14,Single Run
Salcha River Escapement,,,1994,08/09,Salcha River,Chinook,18,18,Single Run
Salcha River Escapement,,,1994,08/10,Salcha River,Chinook,3,3,Single Run
Salcha River Escapement,,,1994,08/11,Salcha River,Chinook,5,5,Single Run
Salcha River Escapement,,,1994,08/12,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1995,07/05,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1995,07/06,Salcha River,Chinook,18,18,Single Run
Salcha River Escapement,,,1995,07/07,Salcha River,Chinook,45,45,Single Run
Salcha River Escapement,,,1995,07/08,Salcha River,Chinook,228,228,Single Run
Salcha River Escapement,,,1995,07/09,Salcha River,Chinook,150,150,Single Run
Salcha River Escapement,,,1995,07/10,Salcha River,Chinook,607,607,Single Run
Salcha River Escapement,,,1995,07/11,Salcha River,Chinook,612,612,Single Run
Salcha River Escapement,,,1995,07/12,Salcha River,Chinook,864,864,Single Run
Salcha River Escapement,,,1995,07/13,Salcha River,Chinook,1278,1278,Single Run
Salcha River Escapement,,,1995,07/14,Salcha River,Chinook,912,912,Single Run
Salcha River Escapement,,,1995,07/15,Salcha River,Chinook,276,276,Single Run
Salcha River Escapement,,,1995,07/16,Salcha River,Chinook,682,682,Single Run
Salcha River Escapement,,,1995,07/17,Salcha River,Chinook,533,533,Single Run
Salcha River Escapement,,,1995,07/18,Salcha River,Chinook,284,284,Single Run
Salcha River Escapement,,,1995,07/19,Salcha River,Chinook,662,662,Single Run
Salcha River Escapement,,,1995,07/20,Salcha River,Chinook,582,582,Single Run
Salcha River Escapement,,,1995,07/21,Salcha River,Chinook,432,432,Single Run
Salcha River Escapement,,,1995,07/22,Salcha River,Chinook,630,630,Single Run
Salcha River Escapement,,,1995,07/23,Salcha River,Chinook,501,501,Single Run
Salcha River Escapement,,,1995,07/24,Salcha River,Chinook,1485,1485,Single Run
Salcha River Escapement,,,1995,07/25,Salcha River,Chinook,594,594,Single Run
Salcha River Escapement,,,1995,07/26,Salcha River,Chinook,402,402,Single Run
Salcha River Escapement,,,1995,07/27,Salcha River,Chinook,382,382,Single Run
Salcha River Escapement,,,1995,07/28,Salcha River,Chinook,381,381,Single Run
Salcha River Escapement,,,1995,07/29,Salcha River,Chinook,266,266,Single Run
Salcha River Escapement,,,1995,07/30,Salcha River,Chinook,183,183,Single Run
Salcha River Escapement,,,1995,07/31,Salcha River,Chinook,207,207,Single Run
Salcha River Escapement,,,1995,08/01,Salcha River,Chinook,165,165,Single Run
Salcha River Escapement,,,1995,08/02,Salcha River,Chinook,60,60,Single Run
Salcha River Escapement,,,1995,08/03,Salcha River,Chinook,54,54,Single Run
Salcha River Escapement,,,1995,08/04,Salcha River,Chinook,33,33,Single Run
Salcha River Escapement,,,1995,08/05,Salcha River,Chinook,46,46,Single Run
Salcha River Escapement,,,1995,08/06,Salcha River,Chinook,33,33,Single Run
Salcha River Escapement,,,1995,08/07,Salcha River,Chinook,20,20,Single Run
Salcha River Escapement,,,1995,08/08,Salcha River,Chinook,21,21,Single Run
Salcha River Escapement,,,1995,08/09,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1995,08/10,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1995,08/11,Salcha River,Chinook,10,10,Single Run
Salcha River Escapement,,,1995,08/12,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1995,08/13,Salcha River,Chinook,5,5,Single Run
Salcha River Escapement,,,1995,08/14,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1995,08/15,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1996,07/08,Salcha River,Chinook,414,414,Single Run
Salcha River Escapement,,,1996,07/09,Salcha River,Chinook,474,474,Single Run
Salcha River Escapement,,,1996,07/10,Salcha River,Chinook,288,288,Single Run
Salcha River Escapement,,,1996,07/11,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,1996,07/12,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,1996,07/13,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,1996,07/14,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,1996,07/15,Salcha River,Chinook,216,216,Single Run
Salcha River Escapement,,,1996,07/16,Salcha River,Chinook,264,264,Single Run
Salcha River Escapement,,,1996,07/17,Salcha River,Chinook,252,252,Single Run
Salcha River Escapement,,,1996,07/18,Salcha River,Chinook,330,330,Single Run
Salcha River Escapement,,,1996,07/19,Salcha River,Chinook,330,330,Single Run
Salcha River Escapement,,,1996,07/20,Salcha River,Chinook,99,99,Single Run
Salcha River Escapement,,,1996,07/21,Salcha River,Chinook,174,174,Single Run
Salcha River Escapement,,,1996,07/22,Salcha River,Chinook,228,228,Single Run
Salcha River Escapement,,,1996,07/23,Salcha River,Chinook,162,162,Single Run
Salcha River Escapement,,,1996,07/24,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,1996,07/25,Salcha River,Chinook,108,108,Single Run
Salcha River Escapement,,,1996,07/26,Salcha River,Chinook,54,54,Single Run
Salcha River Escapement,,,1996,07/27,Salcha River,Chinook,42,42,Single Run
Salcha River Escapement,,,1996,07/28,Salcha River,Chinook,18,18,Single Run
Salcha River Escapement,,,1997,06/26,Salcha River,Chinook,18,18,Single Run
Salcha River Escapement,,,1997,06/27,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1997,06/28,Salcha River,Chinook,63,63,Single Run
Salcha River Escapement,,,1997,06/29,Salcha River,Chinook,27,27,Single Run
Salcha River Escapement,,,1997,06/30,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1997,07/01,Salcha River,Chinook,27,27,Single Run
Salcha River Escapement,,,1997,07/02,Salcha River,Chinook,324,324,Single Run
Salcha River Escapement,,,1997,07/03,Salcha River,Chinook,90,90,Single Run
Salcha River Escapement,,,1997,07/04,Salcha River,Chinook,45,45,Single Run
Salcha River Escapement,,,1997,07/05,Salcha River,Chinook,63,63,Single Run
Salcha River Escapement,,,1997,07/06,Salcha River,Chinook,180,180,Single Run
Salcha River Escapement,,,1997,07/07,Salcha River,Chinook,520,520,Single Run
Salcha River Escapement,,,1997,07/08,Salcha River,Chinook,612,612,Single Run
Salcha River Escapement,,,1997,07/09,Salcha River,Chinook,1782,1782,Single Run
Salcha River Escapement,,,1997,07/10,Salcha River,Chinook,726,726,Single Run
Salcha River Escapement,,,1997,07/11,Salcha River,Chinook,1032,1032,Single Run
Salcha River Escapement,,,1997,07/12,Salcha River,Chinook,954,954,Single Run
Salcha River Escapement,,,1997,07/13,Salcha River,Chinook,1085,1085,Single Run
Salcha River Escapement,,,1997,07/14,Salcha River,Chinook,846,846,Single Run
Salcha River Escapement,,,1997,07/15,Salcha River,Chinook,1566,1566,Single Run
Salcha River Escapement,,,1997,07/16,Salcha River,Chinook,1328,1328,Single Run
Salcha River Escapement,,,1997,07/17,Salcha River,Chinook,1090,1090,Single Run
Salcha River Escapement,,,1997,07/18,Salcha River,Chinook,858,858,Single Run
Salcha River Escapement,,,1997,07/19,Salcha River,Chinook,1104,1104,Single Run
Salcha River Escapement,,,1997,07/20,Salcha River,Chinook,487,487,Single Run
Salcha River Escapement,,,1997,07/21,Salcha River,Chinook,690,690,Single Run
Salcha River Escapement,,,1997,07/22,Salcha River,Chinook,619,619,Single Run
Salcha River Escapement,,,1997,07/23,Salcha River,Chinook,481,481,Single Run
Salcha River Escapement,,,1997,07/24,Salcha River,Chinook,310,310,Single Run
Salcha River Escapement,,,1997,07/25,Salcha River,Chinook,194,194,Single Run
Salcha River Escapement,,,1997,07/26,Salcha River,Chinook,126,126,Single Run
Salcha River Escapement,,,1997,07/27,Salcha River,Chinook,180,180,Single Run
Salcha River Escapement,,,1997,07/28,Salcha River,Chinook,216,216,Single Run
Salcha River Escapement,,,1997,07/29,Salcha River,Chinook,180,180,Single Run
Salcha River Escapement,,,1997,07/30,Salcha River,Chinook,168,168,Single Run
Salcha River Escapement,,,1997,07/31,Salcha River,Chinook,174,174,Single Run
Salcha River Escapement,,,1997,08/01,Salcha River,Chinook,36,36,Single Run
Salcha River Escapement,,,1997,08/02,Salcha River,Chinook,18,18,Single Run
Salcha River Escapement,,,1997,08/03,Salcha River,Chinook,75,75,Single Run
Salcha River Escapement,,,1997,08/04,Salcha River,Chinook,6,6,Single Run
Salcha River Escapement,,,1997,08/05,Salcha River,Chinook,38,38,Single Run
Salcha River Escapement,,,1997,08/06,Salcha River,Chinook,38,38,Single Run
Salcha River Escapement,,,1997,08/07,Salcha River,Chinook,20,20,Single Run
Salcha River Escapement,,,1998,06/26,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1998,06/27,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1998,06/28,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1998,06/29,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1998,06/30,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1998,07/01,Salcha River,Chinook,18,18,Single Run
Salcha River Escapement,,,1998,07/02,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1998,07/03,Salcha River,Chinook,48,48,Single Run
Salcha River Escapement,,,1998,07/04,Salcha River,Chinook,90,90,Single Run
Salcha River Escapement,,,1998,07/05,Salcha River,Chinook,9,9,Single Run
Salcha River Escapement,,,1998,07/06,Salcha River,Chinook,144,144,Single Run
Salcha River Escapement,,,1998,07/07,Salcha River,Chinook,65,65,Single Run
Salcha River Escapement,,,1998,07/08,Salcha River,Chinook,234,234,Single Run
Salcha River Escapement,,,1998,07/09,Salcha River,Chinook,130,130,Single Run
Salcha River Escapement,,,1998,07/10,Salcha River,Chinook,28,28,Single Run
Salcha River Escapement,,,1998,07/11,Salcha River,Chinook,138,138,Single Run
Salcha River Escapement,,,1998,07/12,Salcha River,Chinook,243,243,Single Run
Salcha River Escapement,,,1998,07/13,Salcha River,Chinook,330,330,Single Run
Salcha River Escapement,,,1998,07/14,Salcha River,Chinook,162,162,Single Run
Salcha River Escapement,,,1998,07/15,Salcha River,Chinook,27,27,Single Run
Salcha River Escapement,,,1998,07/16,Salcha River,Chinook,261,261,Single Run
Salcha River Escapement,,,1998,07/17,Salcha River,Chinook,299,299,Single Run
Salcha River Escapement,,,1998,07/18,Salcha River,Chinook,68,68,Single Run
Salcha River Escapement,,,1998,07/19,Salcha River,Chinook,123,123,Single Run
Salcha River Escapement,,,1998,07/20,Salcha River,Chinook,180,180,Single Run
Salcha River Escapement,,,1998,07/21,Salcha River,Chinook,264,264,Single Run
Salcha River Escapement,,,1998,07/22,Salcha River,Chinook,396,396,Single Run
Salcha River Escapement,,,1998,07/23,Salcha River,Chinook,396,396,Single Run
Salcha River Escapement,,,1998,07/24,Salcha River,Chinook,318,318,Single Run
Salcha River Escapement,,,1998,07/25,Salcha River,Chinook,266,266,Single Run
Salcha River Escapement,,,1998,07/26,Salcha River,Chinook,185,185,Single Run
Salcha River Escapement,,,1998,07/27,Salcha River,Chinook,216,216,Single Run
Salcha River Escapement,,,1998,07/28,Salcha River,Chinook,60,60,Single Run
Salcha River Escapement,,,1998,07/29,Salcha River,Chinook,72,72,Single Run
Salcha River Escapement,,,1998,07/30,Salcha River,Chinook,53,53,Single Run
Salcha River Escapement,,,1998,07/31,Salcha River,Chinook,36,36,Single Run
Salcha River Escapement,,,1998,08/01,Salcha River,Chinook,63,63,Single Run
Salcha River Escapement,,,1998,08/02,Salcha River,Chinook,9,9,Single Run
Salcha River Escapement,,,1998,08/03,Salcha River,Chinook,42,42,Single Run
Salcha River Escapement,,,1998,08/04,Salcha River,Chinook,12,12,Single Run
Salcha River Escapement,,,1998,08/05,Salcha River,Chinook,18,18,Single Run
Salcha River Escapement,,,1998,08/06,Salcha River,Chinook,6,6,Single Run
Salcha River Escapement,,,1998,08/07,Salcha River,Chinook,6,6,Single Run
Salcha River Escapement,,,1998,08/08,Salcha River,Chinook,12,12,Single Run
Salcha River Escapement,,,1998,08/09,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1999,07/06,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1999,07/07,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1999,07/08,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1999,07/09,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1999,07/10,Salcha River,Chinook,3,3,Single Run
Salcha River Escapement,,,1999,07/11,Salcha River,Chinook,39,39,Single Run
Salcha River Escapement,,,1999,07/12,Salcha River,Chinook,63,63,Single Run
Salcha River Escapement,,,1999,07/13,Salcha River,Chinook,21,21,Single Run
Salcha River Escapement,,,1999,07/14,Salcha River,Chinook,36,36,Single Run
Salcha River Escapement,,,1999,07/15,Salcha River,Chinook,84,84,Single Run
Salcha River Escapement,,,1999,07/16,Salcha River,Chinook,246,246,Single Run
Salcha River Escapement,,,1999,07/17,Salcha River,Chinook,192,192,Single Run
Salcha River Escapement,,,1999,07/18,Salcha River,Chinook,399,399,Single Run
Salcha River Escapement,,,1999,07/19,Salcha River,Chinook,294,294,Single Run
Salcha River Escapement,,,1999,07/20,Salcha River,Chinook,855,855,Single Run
Salcha River Escapement,,,1999,07/21,Salcha River,Chinook,984,984,Single Run
Salcha River Escapement,,,1999,07/22,Salcha River,Chinook,546,546,Single Run
Salcha River Escapement,,,1999,07/23,Salcha River,Chinook,453,453,Single Run
Salcha River Escapement,,,1999,07/24,Salcha River,Chinook,456,456,Single Run
Salcha River Escapement,,,1999,07/25,Salcha River,Chinook,825,825,Single Run
Salcha River Escapement,,,1999,07/26,Salcha River,Chinook,774,774,Single Run
Salcha River Escapement,,,1999,07/27,Salcha River,Chinook,559,559,Single Run
Salcha River Escapement,,,1999,07/28,Salcha River,Chinook,512,512,Single Run
Salcha River Escapement,,,1999,07/29,Salcha River,Chinook,456,456,Single Run
Salcha River Escapement,,,1999,07/30,Salcha River,Chinook,316,316,Single Run
Salcha River Escapement,,,1999,07/31,Salcha River,Chinook,288,288,Single Run
Salcha River Escapement,,,1999,08/01,Salcha River,Chinook,219,219,Single Run
Salcha River Escapement,,,1999,08/02,Salcha River,Chinook,174,174,Single Run
Salcha River Escapement,,,1999,08/03,Salcha River,Chinook,123,123,Single Run
Salcha River Escapement,,,1999,08/04,Salcha River,Chinook,39,39,Single Run
Salcha River Escapement,,,1999,08/05,Salcha River,Chinook,72,72,Single Run
Salcha River Escapement,,,1999,08/06,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,1999,08/07,Salcha River,Chinook,33,33,Single Run
Salcha River Escapement,,,1999,08/08,Salcha River,Chinook,30,30,Single Run
Salcha River Escapement,,,1999,08/09,Salcha River,Chinook,45,45,Single Run
Salcha River Escapement,,,1999,08/10,Salcha River,Chinook,28,28,Single Run
Salcha River Escapement,,,1999,08/11,Salcha River,Chinook,20,20,Single Run
Salcha River Escapement,,,1999,08/12,Salcha River,Chinook,12,12,Single Run
Salcha River Escapement,,,1999,08/13,Salcha River,Chinook,3,3,Single Run
Salcha River Escapement,,,2000,07/04,Salcha River,Chinook,3,3,Single Run
Salcha River Escapement,,,2000,07/05,Salcha River,Chinook,6,6,Single Run
Salcha River Escapement,,,2000,07/06,Salcha River,Chinook,36,36,Single Run
Salcha River Escapement,,,2000,07/07,Salcha River,Chinook,42,42,Single Run
Salcha River Escapement,,,2000,07/08,Salcha River,Chinook,12,12,Single Run
Salcha River Escapement,,,2000,07/09,Salcha River,Chinook,45,45,Single Run
Salcha River Escapement,,,2000,07/10,Salcha River,Chinook,174,174,Single Run
Salcha River Escapement,,,2000,07/11,Salcha River,Chinook,86,86,Single Run
Salcha River Escapement,,,2000,07/12,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2000,07/13,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2000,07/14,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2000,07/15,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2000,07/16,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2000,07/17,Salcha River,Chinook,423,423,Single Run
Salcha River Escapement,,,2000,07/18,Salcha River,Chinook,483,483,Single Run
Salcha River Escapement,,,2000,07/19,Salcha River,Chinook,81,81,Single Run
Salcha River Escapement,,,2000,07/20,Salcha River,Chinook,159,159,Single Run
Salcha River Escapement,,,2000,07/21,Salcha River,Chinook,237,237,Single Run
Salcha River Escapement,,,2000,07/22,Salcha River,Chinook,156,156,Single Run
Salcha River Escapement,,,2000,07/23,Salcha River,Chinook,180,180,Single Run
Salcha River Escapement,,,2000,07/24,Salcha River,Chinook,183,183,Single Run
Salcha River Escapement,,,2000,07/25,Salcha River,Chinook,159,159,Single Run
Salcha River Escapement,,,2000,07/26,Salcha River,Chinook,111,111,Single Run
Salcha River Escapement,,,2000,07/27,Salcha River,Chinook,114,114,Single Run
Salcha River Escapement,,,2000,07/28,Salcha River,Chinook,192,192,Single Run
Salcha River Escapement,,,2000,07/29,Salcha River,Chinook,120,120,Single Run
Salcha River Escapement,,,2000,07/30,Salcha River,Chinook,18,18,Single Run
Salcha River Escapement,,,2000,07/31,Salcha River,Chinook,39,39,Single Run
Salcha River Escapement,,,2000,08/01,Salcha River,Chinook,12,12,Single Run
Salcha River Escapement,,,2000,08/02,Salcha River,Chinook,51,51,Single Run
Salcha River Escapement,,,2000,08/03,Salcha River,Chinook,12,12,Single Run
Salcha River Escapement,,,2000,08/04,Salcha River,Chinook,6,6,Single Run
Salcha River Escapement,,,2001,07/01,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,07/02,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,07/03,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,07/04,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,07/05,Salcha River,Chinook,6,6,Single Run
Salcha River Escapement,,,2001,07/06,Salcha River,Chinook,21,21,Single Run
Salcha River Escapement,,,2001,07/07,Salcha River,Chinook,35,35,Single Run
Salcha River Escapement,,,2001,07/08,Salcha River,Chinook,83,83,Single Run
Salcha River Escapement,,,2001,07/09,Salcha River,Chinook,201,201,Single Run
Salcha River Escapement,,,2001,07/10,Salcha River,Chinook,113,113,Single Run
Salcha River Escapement,,,2001,07/11,Salcha River,Chinook,192,192,Single Run
Salcha River Escapement,,,2001,07/12,Salcha River,Chinook,477,477,Single Run
Salcha River Escapement,,,2001,07/13,Salcha River,Chinook,657,657,Single Run
Salcha River Escapement,,,2001,07/14,Salcha River,Chinook,519,519,Single Run
Salcha River Escapement,,,2001,07/15,Salcha River,Chinook,180,180,Single Run
Salcha River Escapement,,,2001,07/16,Salcha River,Chinook,477,477,Single Run
Salcha River Escapement,,,2001,07/17,Salcha River,Chinook,537,537,Single Run
Salcha River Escapement,,,2001,07/18,Salcha River,Chinook,825,825,Single Run
Salcha River Escapement,,,2001,07/19,Salcha River,Chinook,801,801,Single Run
Salcha River Escapement,,,2001,07/20,Salcha River,Chinook,732,732,Single Run
Salcha River Escapement,,,2001,07/21,Salcha River,Chinook,828,828,Single Run
Salcha River Escapement,,,2001,07/22,Salcha River,Chinook,1425,1425,Single Run
Salcha River Escapement,,,2001,07/23,Salcha River,Chinook,1191,1191,Single Run
Salcha River Escapement,,,2001,07/24,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,07/25,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,07/26,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,07/27,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,07/28,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,07/29,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,07/30,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,07/31,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,08/01,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,08/02,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,08/03,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,08/04,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,08/05,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,08/06,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2001,08/07,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,08/08,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,08/09,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2001,08/10,Salcha River,Chinook,0,0,Single Run
Salcha River Escapement,,,2002,06/29,Salcha River,Chinook,9,9,Single Run
Salcha River Escapement,,,2002,06/30,Salcha River,Chinook,66,66,Single Run
Salcha River Escapement,,,2002,07/01,Salcha River,Chinook,156,156,Single Run
Salcha River Escapement,,,2002,07/02,Salcha River,Chinook,123,123,Single Run
Salcha River Escapement,,,2002,07/03,Salcha River,Chinook,126,126,Single Run
Salcha River Escapement,,,2002,07/04,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/05,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/06,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/07,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/08,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/09,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/10,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/11,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/12,Salcha River,Chinook,,,Single Run
Salcha River Escapement,,,2002,07/13,Salcha River,Chinook,63,63,Single Run
Salcha River Escapement,,,2002,07/14,Salcha River,Chinook,36,36,Single Run
